"Source: Calculated by ReFED based on data from various sources. See https://insights.refed.com/methodology for more information. Data last updated January 23, 2021",,,,,,,
,,,,,,,
,,,,,,,
year,sector,sub_sector,food_type,cause_group,cause_name,tons_surplus_due_to_cause,us_dollars_surplus_due_to_cause
2019,Manufacturing,Not Applicable,Frozen,Excess,Unshipped Finished Product,53586.10218,220302679.9
2019,Manufacturing,Not Applicable,Prepared Foods,Buyer Rejections,Buyer Rejections,27202.80077,318907694.9
2019,Manufacturing,Not Applicable,Prepared Foods,Excess,Unshipped Finished Product,1778.993063,20855741.36
2019,Manufacturing,Not Applicable,Produce,Trimmings & Byproducts,Byproducts & Production Line Waste,1947552.161,5999265328
2019,Manufacturing,Not Applicable,Ready-to-drink Beverages,Buyer Rejections,Buyer Rejections,44538.87018,67983321.16
2019,Manufacturing,Not Applicable,Ready-to-drink Beverages,Excess,Unshipped Finished Product,8400.20684,13472244.27
2019,Manufacturing,Not Applicable,Ready-to-drink Beverages,Trimmings & Byproducts,Byproducts & Production Line Waste,252.4449112,250741.1469
2019,Residential,Not Applicable,Breads & Bakery,Date Label Concerns,Date Label Concerns,60278.5913,292961366.9
2019,Residential,Not Applicable,Breads & Bakery,Excess,Didn't Taste Good,104760.607,509149433.7
2019,Residential,Not Applicable,Breads & Bakery,Excess,Didn't Want Leftovers,157194.5114,763984657.2
2019,Residential,Not Applicable,Breads & Bakery,Excess,Too Little To Save,74452.33039,361847482
2019,Residential,Not Applicable,Breads & Bakery,Food Safety,Left Out Too Long,161301.6098,783945660.7
2019,Residential,Not Applicable,Breads & Bakery,Mistakes & Malfunctions,Cooking Issues,6222.025858,30239810.86
2019,Residential,Not Applicable,Breads & Bakery,Other,Other,81446.32711,395839166.1
2019,Residential,Not Applicable,Breads & Bakery,Spoiled,Spoiled,485421.7168,2359209242
2019,Residential,Not Applicable,Breads & Bakery,Trimmings & Byproducts,Considered Inedible,53955.3968,262229863.9
2019,Residential,Not Applicable,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1537780.789,4092902695
2019,Residential,Not Applicable,Dairy & Eggs,Excess,Didn't Taste Good,135356.4785,360259992.5
2019,Residential,Not Applicable,Dairy & Eggs,Excess,Didn't Want Leftovers,312190.8345,830916029.7
2019,Residential,Not Applicable,Dairy & Eggs,Excess,Too Little To Save,101730.6859,270762778.1
2019,Residential,Not Applicable,Dairy & Eggs,Food Safety,Left Out Too Long,293328.4262,780712514.2
2019,Residential,Not Applicable,Dairy & Eggs,Mistakes & Malfunctions,Cooking Issues,11601.19424,30877326.29
2019,Residential,Not Applicable,Dairy & Eggs,Other,Other,335964.4273,894190979.4
2019,Residential,Not Applicable,Dairy & Eggs,Spoiled,Spoiled,1118229.813,2976240728
2019,Residential,Not Applicable,Dairy & Eggs,Trimmings & Byproducts,Considered Inedible,42296.8192,112575710.7
2019,Residential,Not Applicable,Dairy & Eggs,Trimmings & Byproducts,Inedible Parts,1237049.602,3292487257
2019,Residential,Not Applicable,Dry Goods,Date Label Concerns,Date Label Concerns,384078.5475,2371051124
2019,Residential,Not Applicable,Dry Goods,Excess,Didn't Taste Good,521510.9799,3219469567
2019,Residential,Not Applicable,Dry Goods,Excess,Didn't Want Leftovers,1134807.309,7005562179
2019,Residential,Not Applicable,Dry Goods,Excess,Too Little To Save,540470.1728,3336511292
2019,Residential,Not Applicable,Dry Goods,Food Safety,Left Out Too Long,855793.4651,5283112192
2019,Residential,Not Applicable,Dry Goods,Mistakes & Malfunctions,Cooking Issues,134212.2983,828539429.4
2019,Residential,Not Applicable,Dry Goods,Other,Other,456809.2001,2820042864
2019,Residential,Not Applicable,Dry Goods,Spoiled,Spoiled,1258425.471,7768700301
2019,Residential,Not Applicable,Dry Goods,Trimmings & Byproducts,Considered Inedible,233599.7452,1442092879
2019,Residential,Not Applicable,Dry Goods,Trimmings & Byproducts,Inedible Parts,377423.5824,2329967698
2019,Residential,Not Applicable,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,66680.09708,607602904.4
2019,Residential,Not Applicable,Fresh Meat & Seafood,Excess,Didn't Taste Good,58915.20194,536847565.9
2019,Residential,Not Applicable,Fresh Meat & Seafood,Excess,Didn't Want Leftovers,252527.5371,2301083408
2019,Residential,Not Applicable,Fresh Meat & Seafood,Excess,Too Little To Save,49794.97935,453742202.1
2019,Residential,Not Applicable,Fresh Meat & Seafood,Food Safety,Left Out Too Long,88586.13339,807215260.6
2019,Residential,Not Applicable,Fresh Meat & Seafood,Mistakes & Malfunctions,Cooking Issues,1229.359622,11202180.41
2019,Residential,Not Applicable,Fresh Meat & Seafood,Other,Other,114491.3236,1043268738
2019,Residential,Not Applicable,Fresh Meat & Seafood,Spoiled,Spoiled,331654.8914,3022108307
2019,Residential,Not Applicable,Fresh Meat & Seafood,Trimmings & Byproducts,Considered Inedible,345217.1052,3145690018
2019,Residential,Not Applicable,Fresh Meat & Seafood,Trimmings & Byproducts,Inedible Parts,1095236.598,9980023532
2019,Residential,Not Applicable,Frozen,Excess,Didn't Want Leftovers,626538.5367,2973572887
2019,Residential,Not Applicable,Frozen,Excess,Too Little To Save,404218.4109,1918434121
2019,Residential,Not Applicable,Frozen,Other,Other,101054.6036,479608534.6
2019,Residential,Not Applicable,Frozen,Spoiled,Spoiled,2506154.15,11894291565
2019,Residential,Not Applicable,Prepared Foods,Date Label Concerns,Date Label Concerns,138797.1521,1599297436
2019,Residential,Not Applicable,Prepared Foods,Excess,Didn't Taste Good,244895.1841,2821817552
2019,Residential,Not Applicable,Prepared Foods,Excess,Didn't Want Leftovers,974839.47,11232638717
2019,Residential,Not Applicable,Prepared Foods,Excess,Too Little To Save,336926.5442,3882253707
2019,Residential,Not Applicable,Prepared Foods,Food Safety,Left Out Too Long,287143.965,3308631337
2019,Residential,Not Applicable,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,26377.14903,303932077.6
2019,Residential,Not Applicable,Prepared Foods,Other,Other,264833.2663,3051555145
2019,Residential,Not Applicable,Prepared Foods,Spoiled,Spoiled,621052.872,7156114161
2019,Residential,Not Applicable,Prepared Foods,Trimmings & Byproducts,Considered Inedible,219202.1044,2525767699
2019,Residential,Not Applicable,Prepared Foods,Trimmings & Byproducts,Inedible Parts,219148.4063,2525148959
2019,Residential,Not Applicable,Produce,Date Label Concerns,Date Label Concerns,56072.87258,182446968.1
2019,Residential,Not Applicable,Produce,Excess,Didn't Taste Good,163695.4579,532623684.4
2019,Residential,Not Applicable,Produce,Excess,Didn't Want Leftovers,135221.2091,439975669.1
2019,Residential,Not Applicable,Produce,Excess,Too Little To Save,90347.01742,293966380.7
2019,Residential,Not Applicable,Produce,Food Safety,Left Out Too Long,244956.8985,797027892.3
2019,Residential,Not Applicable,Produce,Mistakes & Malfunctions,Cooking Issues,16819.06765,54724999.08
2019,Residential,Not Applicable,Produce,Other,Other,249477.3083,811736164.3
2019,Residential,Not Applicable,Produce,Spoiled,Spoiled,1503008.317,4890409530
2019,Residential,Not Applicable,Produce,Trimmings & Byproducts,Considered Inedible,1065655.563,3467374109
2019,Residential,Not Applicable,Produce,Trimmings & Byproducts,Inedible Parts,3053792.171,9936268596
2019,Residential,Not Applicable,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,42332.8179,64164116.72
2019,Residential,Not Applicable,Ready-to-drink Beverages,Excess,Didn't Taste Good,38212.63853,57919135.08
2019,Residential,Not Applicable,Ready-to-drink Beverages,Excess,Didn't Want Leftovers,122216.0606,185243647
2019,Residential,Not Applicable,Ready-to-drink Beverages,Excess,Too Little To Save,48863.21172,74062275.45
2019,Residential,Not Applicable,Ready-to-drink Beverages,Food Safety,Left Out Too Long,158213.2897,239804872.2
2019,Residential,Not Applicable,Ready-to-drink Beverages,Mistakes & Malfunctions,Cooking Issues,727.0904786,1102055.584
2019,Residential,Not Applicable,Ready-to-drink Beverages,Other,Other,100156.7815,151808259.8
2019,Residential,Not Applicable,Ready-to-drink Beverages,Spoiled,Spoiled,14864.95906,22530911.36
2019,Residential,Not Applicable,Ready-to-drink Beverages,Trimmings & Byproducts,Considered Inedible,84236.10096,127677184.8
2019,Residential,Not Applicable,Ready-to-drink Beverages,Trimmings & Byproducts,Inedible Parts,1229608.54,1863725350
2019,Retail,Not Applicable,Breads & Bakery,Date Label Concerns,Date Label Concerns,228794.666,1081010457
2019,Retail,Not Applicable,Breads & Bakery,Food Safety,Food Safety Recall,153.2160914,723916.3391
2019,Retail,Not Applicable,Breads & Bakery,Mistakes & Malfunctions,Equipment Issues,6371.887992,30105935.9
2019,Retail,Not Applicable,Breads & Bakery,Mistakes & Malfunctions,Handling Errors,13774.25716,65080695.66
2019,Retail,Not Applicable,Breads & Bakery,Other,Theft,4596.482743,21717490.17
2019,Retail,Not Applicable,Breads & Bakery,Spoiled,Spoiled,52741.67291,249194183.3
2019,Retail,Not Applicable,Dairy & Eggs,Date Label Concerns,Date Label Concerns,1962161.054,4354142317
2019,Retail,Not Applicable,Dairy & Eggs,Food Safety,Food Safety Recall,1536.944133,3410562.795
2019,Retail,Not Applicable,Dairy & Eggs,Mistakes & Malfunctions,Equipment Issues,447582.9593,993210980.1
2019,Retail,Not Applicable,Dairy & Eggs,Mistakes & Malfunctions,Handling Errors,122942.2514,272815556.3
2019,Retail,Not Applicable,Dairy & Eggs,Other,Theft,46108.32399,102316883.8
2019,Retail,Not Applicable,Dairy & Eggs,Spoiled,Spoiled,493556.7331,1095229290
2019,Retail,Not Applicable,Dry Goods,Date Label Concerns,Date Label Concerns,167527.648,825932792.8
2019,Retail,Not Applicable,Dry Goods,Food Safety,Food Safety Recall,774.8451672,3820086.062
2019,Retail,Not Applicable,Dry Goods,Mistakes & Malfunctions,Handling Errors,1358142.486,6695816662
2019,Retail,Not Applicable,Dry Goods,Other,Theft,23245.35502,114602581.8
2019,Retail,Not Applicable,Fresh Meat & Seafood,Date Label Concerns,Date Label Concerns,277971.6576,2641059795
2019,Retail,Not Applicable,Fresh Meat & Seafood,Food Safety,Food Safety Recall,221.0726163,2100451.549
2019,Retail,Not Applicable,Fresh Meat & Seafood,Mistakes & Malfunctions,Equipment Issues,34905.68155,331645294.1
2019,Retail,Not Applicable,Fresh Meat & Seafood,Mistakes & Malfunctions,Handling Errors,22437.3624,213181502.9
2019,Retail,Not Applicable,Fresh Meat & Seafood,Other,Theft,6632.17849,63013546.46
2019,Retail,Not Applicable,Fresh Meat & Seafood,Spoiled,Spoiled,86712.92348,823875419
2019,Retail,Not Applicable,Fresh Meat & Seafood,Trimmings & Byproducts,Trimmings & Byproducts,13264.35698,126027092.9
2019,Retail,Not Applicable,Frozen,Date Label Concerns,Date Label Concerns,70057.00622,278508321.3
2019,Retail,Not Applicable,Frozen,Food Safety,Food Safety Recall,350.2850311,1392541.607
2019,Retail,Not Applicable,Frozen,Mistakes & Malfunctions,Equipment Issues,586174.0951,2330307446
2019,Retail,Not Applicable,Frozen,Mistakes & Malfunctions,Handling Errors,33480.12487,133098656.1
2019,Retail,Not Applicable,Frozen,Other,Theft,10508.55093,41776248.2
2019,Retail,Not Applicable,Prepared Foods,Date Label Concerns,Date Label Concerns,13140.90556,155235964.3
2019,Retail,Not Applicable,Prepared Foods,Excess,Overproduction,81068.46337,957676853.2
2019,Retail,Not Applicable,Prepared Foods,Food Safety,Food Safety Recall,112.7962275,1332482.839
2019,Retail,Not Applicable,Prepared Foods,Mistakes & Malfunctions,Cooking Issues,2262.692775,26729611.08
2019,Retail,Not Applicable,Prepared Foods,Mistakes & Malfunctions,Equipment Issues,951.5661202,11241027.77
2019,Retail,Not Applicable,Prepared Foods,Mistakes & Malfunctions,Handling Errors,1223.859146,14457675.98
2019,Retail,Not Applicable,Prepared Foods,Other,Other,163.1976426,1927884.141
2019,Retail,Not Applicable,Prepared Foods,Other,Theft,3383.886825,39974485.16
2019,Retail,Not Applicable,Prepared Foods,Spoiled,Spoiled,4002.281991,47279702.4
2019,Retail,Not Applicable,Prepared Foods,Trimmings & Byproducts,Trimmings & Byproducts,119282.8053,1409109991
2019,Retail,Not Applicable,Produce,Date Label Concerns,Date Label Concerns,2153126.955,6710349502
2019,Retail,Not Applicable,Produce,Food Safety,Food Safety Recall,1708.378362,5324263.793
2019,Retail,Not Applicable,Produce,Mistakes & Malfunctions,Equipment Issues,149982.1035,467428235.5
2019,Retail,Not Applicable,Produce,Mistakes & Malfunctions,Handling Errors,203256.7654,633461919.8
2019,Retail,Not Applicable,Produce,Other,Theft,51251.35085,159727913.8
2019,Retail,Not Applicable,Produce,Spoiled,Spoiled,857431.167,2672235741
2019,Retail,Not Applicable,Ready-to-drink Beverages,Date Label Concerns,Date Label Concerns,309502.2262,438277903.8
2019,Retail,Not Applicable,Ready-to-drink Beverages,Food Safety,Food Safety Recall,384.5120187,544497.284
2019,Retail,Not Applicable,Ready-to-drink Beverages,Mistakes & Malfunctions,Equipment Issues,60163.23516,85195563.6
2019,Retail,Not Applicable,Ready-to-drink Beverages,Mistakes & Malfunctions,Handling Errors,387438.7035,548641684.8
2019,Retail,Not Applicable,Ready-to-drink Beverages,Other,Theft,11535.36056,16334918.52
